"totalFrames","move","groupId","hitAirborne","guid","sfx","kbGrowth","subactionIndex","bone","start","baseKb","id","end","weightDepKb","size","hitboxInteraction","element","subactionName","hitGrounded","angle","character","y","z","x","shieldDamage","damage","iasa","autoCancelAfter","autoCancelBefore","landingLag","lcancelledLandingLag","chargeFrame"
69,"0x143",1,true,22,1,100,323,44,51,0,0,54,30,3.1372549019608,3,"normal","PlyKirby5K_Share_ACTION_SpecialAirS_figatree",true,110,"Kirby",8.2352941176471,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL
69,"0x143",1,true,23,1,100,323,44,51,0,1,54,30,1.5686274509804,3,"normal","PlyKirby5K_Share_ACTION_SpecialAirS_figatree",true,110,"Kirby",1.5686274509804,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL
29,"dtilt",0,true,0,34,30,59,55,4,40,0,7,0,3.921568627451,3,"normal","PlyKirby5K_Share_ACTION_AttackLw3_figatree",true,20,"Kirby",0,0,0,0,10,NULL,NULL,NULL,NULL,NULL,NULL
29,"dtilt",0,true,1,34,30,59,55,4,40,1,7,0,4.7058823529412,3,"normal","PlyKirby5K_Share_ACTION_AttackLw3_figatree",true,20,"Kirby",0,5.0117647058824,0,0,10,NULL,NULL,NULL,NULL,NULL,NULL
39,"uair",0,true,0,66,100,71,55,11,30,1,13,0,4.3411764705882,3,"normal","PlyKirby5K_Share_ACTION_AttackAirHi_figatree",true,361,"Kirby",0,4.0078431372549,0,0,15,36,16,11,15,7,NULL
49,"fsmash_h",0,true,0,66,96,60,49,13,24,0,15,0,4.7058823529412,3,"normal","PlyKirby5K_Share_ACTION_AttackS4Hi_figatree",true,361,"Kirby",0,-0.90196078431373,0,0,15,NULL,NULL,NULL,NULL,NULL,5
49,"fsmash_h",0,true,1,66,96,60,49,13,24,1,15,0,3.921568627451,3,"normal","PlyKirby5K_Share_ACTION_AttackS4Hi_figatree",true,361,"Kirby",0,1.1764705882353,0,0,15,NULL,NULL,NULL,NULL,NULL,5
49,"fsmash_h",0,true,2,66,96,60,49,13,24,2,15,0,3.5294117647059,3,"normal","PlyKirby5K_Share_ACTION_AttackS4Hi_figatree",true,361,"Kirby",0,3.1372549019608,0,0,15,NULL,NULL,NULL,NULL,NULL,5
49,"fsmash_h",1,true,3,34,96,60,49,16,18,0,21,0,4.3137254901961,3,"normal","PlyKirby5K_Share_ACTION_AttackS4Hi_figatree",true,75,"Kirby",0,-0.90196078431373,0,0,13,NULL,NULL,NULL,NULL,NULL,5
49,"fsmash_h",1,true,4,34,96,60,49,16,18,1,21,0,3.7254901960784,3,"normal","PlyKirby5K_Share_ACTION_AttackS4Hi_figatree",true,75,"Kirby",0,1.1764705882353,0,0,13,NULL,NULL,NULL,NULL,NULL,5
49,"fsmash_h",1,true,5,34,96,60,49,16,18,2,21,0,2.7450980392157,3,"normal","PlyKirby5K_Share_ACTION_AttackS4Hi_figatree",true,75,"Kirby",0,3.1372549019608,0,0,13,NULL,NULL,NULL,NULL,NULL,5
49,"fsmash_l",0,true,0,66,96,64,49,13,24,0,15,0,4.7058823529412,3,"normal","PlyKirby5K_Share_ACTION_AttackS4Lw_figatree",true,361,"Kirby",0,-0.90196078431373,0,0,15,NULL,NULL,NULL,NULL,NULL,5
49,"fsmash_l",0,true,1,66,96,64,49,13,24,1,15,0,3.921568627451,3,"normal","PlyKirby5K_Share_ACTION_AttackS4Lw_figatree",true,361,"Kirby",0,1.1764705882353,0,0,15,NULL,NULL,NULL,NULL,NULL,5
49,"fsmash_l",0,true,2,66,96,64,49,13,24,2,15,0,3.5294117647059,3,"normal","PlyKirby5K_Share_ACTION_AttackS4Lw_figatree",true,361,"Kirby",0,3.1372549019608,0,0,15,NULL,NULL,NULL,NULL,NULL,5
49,"fsmash_l",1,true,3,34,96,64,49,16,18,0,21,0,4.3137254901961,3,"normal","PlyKirby5K_Share_ACTION_AttackS4Lw_figatree",true,75,"Kirby",0,-0.90196078431373,0,0,13,NULL,NULL,NULL,NULL,NULL,5
49,"fsmash_l",1,true,4,34,96,64,49,16,18,1,21,0,3.7254901960784,3,"normal","PlyKirby5K_Share_ACTION_AttackS4Lw_figatree",true,75,"Kirby",0,1.1764705882353,0,0,13,NULL,NULL,NULL,NULL,NULL,5
49,"fsmash_l",1,true,5,34,96,64,49,16,18,2,21,0,2.7450980392157,3,"normal","PlyKirby5K_Share_ACTION_AttackS4Lw_figatree",true,75,"Kirby",0,3.1372549019608,0,0,13,NULL,NULL,NULL,NULL,NULL,5
34,"0x145",0,true,0,67,100,325,0,1,0,0,1,117,2.5882352941176,3,"slash","PlyKirby5K_Share_ACTION_SpecialHi2_figatree",true,88,"Kirby",3.3529411764706,0,6.6862745098039,0,8,NULL,NULL,NULL,NULL,NULL,NULL
34,"0x145",1,true,1,67,100,325,0,1,0,1,1,117,2.5882352941176,3,"slash","PlyKirby5K_Share_ACTION_SpecialHi2_figatree",true,96,"Kirby",3.3529411764706,0,17.725490196078,0,8,NULL,NULL,NULL,NULL,NULL,NULL
34,"0x145",2,true,2,67,100,325,0,1,0,2,1,102,2.5882352941176,3,"slash","PlyKirby5K_Share_ACTION_SpecialHi2_figatree",true,88,"Kirby",13.392156862745,0,6.6862745098039,0,8,NULL,NULL,NULL,NULL,NULL,NULL
34,"0x145",3,true,3,67,100,325,0,1,0,3,1,102,2.5882352941176,3,"slash","PlyKirby5K_Share_ACTION_SpecialHi2_figatree",true,96,"Kirby",13.392156862745,0,17.725490196078,0,8,NULL,NULL,NULL,NULL,NULL,NULL
34,"0x145",4,true,4,67,100,325,44,24,0,0,33,100,5.8823529411765,3,"slash","PlyKirby5K_Share_ACTION_SpecialHi2_figatree",true,275,"Kirby",7.843137254902,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL
59,"0x142",0,true,0,33,50,322,44,22,50,0,28,0,2.3529411764706,1,"normal","PlyKirby5K_Share_ACTION_SpecialS_figatree",true,60,"Kirby",-2.3529411764706,0,0,0,16,NULL,NULL,NULL,NULL,NULL,NULL
59,"0x142",0,true,1,33,50,322,44,22,50,1,28,0,2.3529411764706,1,"normal","PlyKirby5K_Share_ACTION_SpecialS_figatree",true,60,"Kirby",2.3529411764706,0,0,0,16,NULL,NULL,NULL,NULL,NULL,NULL
59,"0x142",1,true,2,66,76,322,44,22,65,2,28,0,3.3333333333333,1,"normal","PlyKirby5K_Share_ACTION_SpecialS_figatree",true,60,"Kirby",8.2352941176471,0,0,0,23,NULL,NULL,NULL,NULL,NULL,NULL
32,"ftilt_l",0,true,0,34,100,57,49,5,8,0,8,0,3.5294117647059,3,"normal","PlyKirby5K_Share_ACTION_AttackS3Lw_figatree",true,361,"Kirby",0,0,0,0,11,28,NULL,NULL,NULL,NULL,NULL
32,"ftilt_l",0,true,1,34,100,57,49,5,8,1,8,0,3.921568627451,3,"normal","PlyKirby5K_Share_ACTION_AttackS3Lw_figatree",true,361,"Kirby",0,4.3137254901961,0,0,11,28,NULL,NULL,NULL,NULL,NULL
32,"ftilt_h",0,true,0,34,100,53,49,5,8,0,8,0,3.5294117647059,3,"normal","PlyKirby5K_Share_ACTION_AttackS3Hi_figatree",true,361,"Kirby",0,0,0,0,11,28,NULL,NULL,NULL,NULL,NULL
32,"ftilt_h",0,true,1,34,100,53,49,5,8,1,8,0,3.921568627451,3,"normal","PlyKirby5K_Share_ACTION_AttackS3Hi_figatree",true,361,"Kirby",0,4.3137254901961,0,0,11,28,NULL,NULL,NULL,NULL,NULL
63,"dashattack",0,true,0,40,66,52,0,9,70,0,15,0,3.5294117647059,1,"fire","PlyKirby5K_Share_ACTION_AttackDash_figatree",true,105,"Kirby",3.921568627451,0,3.921568627451,0,8,60,NULL,NULL,NULL,NULL,NULL
63,"dashattack",1,true,1,8,66,52,0,16,50,0,43,0,3.5294117647059,1,"fire","PlyKirby5K_Share_ACTION_AttackDash_figatree",true,105,"Kirby",3.921568627451,0,3.921568627451,0,5,60,NULL,NULL,NULL,NULL,NULL
87,"dthrow",0,true,0,34,100,250,0,10,0,0,11,10,4.7058823529412,1,"normal","PlyKirby5K_Share_ACTION_ThrowLw_figatree",true,270,"Kirby",3.921568627451,0,3.1372549019608,0,0,NULL,NULL,NULL,NULL,NULL,NULL
87,"dthrow",0,true,1,34,100,250,0,14,0,0,15,10,4.7058823529412,1,"normal","PlyKirby5K_Share_ACTION_ThrowLw_figatree",true,270,"Kirby",3.921568627451,0,3.1372549019608,0,0,NULL,NULL,NULL,NULL,NULL,NULL
87,"dthrow",0,true,2,34,100,250,0,18,0,0,19,10,4.7058823529412,1,"normal","PlyKirby5K_Share_ACTION_ThrowLw_figatree",true,270,"Kirby",3.921568627451,0,3.1372549019608,0,0,NULL,NULL,NULL,NULL,NULL,NULL
87,"dthrow",0,true,3,34,100,250,0,22,0,0,23,10,4.7058823529412,1,"normal","PlyKirby5K_Share_ACTION_ThrowLw_figatree",true,270,"Kirby",3.921568627451,0,3.1372549019608,0,0,NULL,NULL,NULL,NULL,NULL,NULL
87,"dthrow",0,true,4,34,100,250,0,26,0,0,27,10,4.7058823529412,1,"normal","PlyKirby5K_Share_ACTION_ThrowLw_figatree",true,270,"Kirby",3.921568627451,0,3.1372549019608,0,0,NULL,NULL,NULL,NULL,NULL,NULL
87,"dthrow",0,true,5,34,100,250,0,30,0,0,31,10,4.7058823529412,1,"normal","PlyKirby5K_Share_ACTION_ThrowLw_figatree",true,270,"Kirby",3.921568627451,0,3.1372549019608,0,0,NULL,NULL,NULL,NULL,NULL,NULL
87,"dthrow",0,true,6,34,100,250,0,34,0,0,35,10,4.7058823529412,1,"normal","PlyKirby5K_Share_ACTION_ThrowLw_figatree",true,270,"Kirby",3.921568627451,0,3.1372549019608,0,0,NULL,NULL,NULL,NULL,NULL,NULL
87,"dthrow",0,true,7,34,100,250,0,38,0,0,39,10,4.7058823529412,1,"normal","PlyKirby5K_Share_ACTION_ThrowLw_figatree",true,270,"Kirby",3.921568627451,0,3.1372549019608,0,0,NULL,NULL,NULL,NULL,NULL,NULL
87,"dthrow",0,true,8,34,100,250,0,42,0,0,43,10,4.7058823529412,1,"normal","PlyKirby5K_Share_ACTION_ThrowLw_figatree",true,270,"Kirby",3.921568627451,0,3.1372549019608,0,0,NULL,NULL,NULL,NULL,NULL,NULL
87,"dthrow",0,true,9,34,100,250,0,46,0,0,47,10,4.7058823529412,1,"normal","PlyKirby5K_Share_ACTION_ThrowLw_figatree",true,270,"Kirby",3.921568627451,0,3.1372549019608,0,0,NULL,NULL,NULL,NULL,NULL,NULL
87,"dthrow",1,true,10,34,100,250,0,56,10,0,56,0,4.7058823529412,1,"normal","PlyKirby5K_Share_ACTION_ThrowLw_figatree",true,90,"Kirby",3.921568627451,0,2.3529411764706,0,1,NULL,NULL,NULL,NULL,NULL,NULL
59,"dair",0,true,0,34,100,72,0,18,30,0,19,0,6.078431372549,3,"normal","PlyKirby5K_Share_ACTION_AttackAirLw_figatree",true,270,"Kirby",-4.0078431372549,0,3.3411764705882,0,3,55,47,18,20,10,NULL
59,"dair",0,true,1,34,100,72,0,18,30,1,19,0,4.7058823529412,3,"normal","PlyKirby5K_Share_ACTION_AttackAirLw_figatree",true,270,"Kirby",0,0,2.0039215686275,0,3,55,47,18,20,10,NULL
59,"dair",0,true,2,34,100,72,0,21,30,0,22,0,6.078431372549,3,"normal","PlyKirby5K_Share_ACTION_AttackAirLw_figatree",true,270,"Kirby",-4.0078431372549,0,3.3411764705882,0,3,55,47,18,20,10,NULL
59,"dair",0,true,3,34,100,72,0,21,30,1,22,0,4.7058823529412,3,"normal","PlyKirby5K_Share_ACTION_AttackAirLw_figatree",true,270,"Kirby",0,0,2.0039215686275,0,3,55,47,18,20,10,NULL
59,"dair",0,true,4,34,100,72,0,24,30,0,25,0,6.078431372549,3,"normal","PlyKirby5K_Share_ACTION_AttackAirLw_figatree",true,270,"Kirby",-4.0078431372549,0,3.3411764705882,0,3,55,47,18,20,10,NULL
59,"dair",0,true,5,34,100,72,0,24,30,1,25,0,4.7058823529412,3,"normal","PlyKirby5K_Share_ACTION_AttackAirLw_figatree",true,270,"Kirby",0,0,2.0039215686275,0,3,55,47,18,20,10,NULL
59,"dair",0,true,6,34,100,72,0,27,30,0,28,0,6.078431372549,3,"normal","PlyKirby5K_Share_ACTION_AttackAirLw_figatree",true,270,"Kirby",-4.0078431372549,0,3.3411764705882,0,3,55,47,18,20,10,NULL
59,"dair",0,true,7,34,100,72,0,27,30,1,28,0,4.7058823529412,3,"normal","PlyKirby5K_Share_ACTION_AttackAirLw_figatree",true,270,"Kirby",0,0,2.0039215686275,0,3,55,47,18,20,10,NULL
59,"dair",0,true,8,34,100,72,0,30,30,0,31,0,6.078431372549,3,"normal","PlyKirby5K_Share_ACTION_AttackAirLw_figatree",true,270,"Kirby",-4.0078431372549,0,3.3411764705882,0,3,55,47,18,20,10,NULL
59,"dair",0,true,9,34,100,72,0,30,30,1,31,0,4.7058823529412,3,"normal","PlyKirby5K_Share_ACTION_AttackAirLw_figatree",true,270,"Kirby",0,0,2.0039215686275,0,3,55,47,18,20,10,NULL
59,"dair",0,true,10,34,100,72,0,33,30,0,34,0,6.078431372549,3,"normal","PlyKirby5K_Share_ACTION_AttackAirLw_figatree",true,270,"Kirby",-4.0078431372549,0,3.3411764705882,0,3,55,47,18,20,10,NULL
59,"dair",0,true,11,34,100,72,0,33,30,1,34,0,4.7058823529412,3,"normal","PlyKirby5K_Share_ACTION_AttackAirLw_figatree",true,270,"Kirby",0,0,2.0039215686275,0,3,55,47,18,20,10,NULL
59,"dair",0,true,12,34,100,72,0,36,30,0,37,0,6.078431372549,3,"normal","PlyKirby5K_Share_ACTION_AttackAirLw_figatree",true,270,"Kirby",-4.0078431372549,0,3.3411764705882,0,3,55,47,18,20,10,NULL
59,"dair",0,true,13,34,100,72,0,36,30,1,37,0,4.7058823529412,3,"normal","PlyKirby5K_Share_ACTION_AttackAirLw_figatree",true,270,"Kirby",0,0,2.0039215686275,0,3,55,47,18,20,10,NULL
43,"bair",0,true,0,66,100,70,0,6,10,0,8,0,6.3450980392157,3,"normal","PlyKirby5K_Share_ACTION_AttackAirB_figatree",true,361,"Kirby",5.0117647058824,0,-8.0156862745098,0,14,36,27,6,15,7,NULL
43,"bair",0,true,1,66,100,70,0,6,10,1,8,0,6.0117647058824,3,"normal","PlyKirby5K_Share_ACTION_AttackAirB_figatree",true,361,"Kirby",5.0117647058824,0,-3.3411764705882,0,14,36,27,6,15,7,NULL
43,"bair",1,true,2,34,100,70,0,9,0,0,20,0,5.0980392156863,3,"normal","PlyKirby5K_Share_ACTION_AttackAirB_figatree",true,361,"Kirby",5.0117647058824,0,-8.0156862745098,0,10,36,27,6,15,7,NULL
43,"bair",1,true,3,34,100,70,0,9,0,1,20,0,4.3137254901961,3,"normal","PlyKirby5K_Share_ACTION_AttackAirB_figatree",true,361,"Kirby",5.0117647058824,0,-3.3411764705882,0,10,36,27,6,15,7,NULL
29,"grab",0,true,0,34,100,242,39,6,0,0,7,0,3.5294117647059,2,"grab","PlyKirby5K_Share_ACTION_Catch_figatree",true,361,"Kirby",0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
29,"grab",0,true,1,34,100,242,0,6,0,1,7,0,1.9607843137255,2,"grab","PlyKirby5K_Share_ACTION_Catch_figatree",true,361,"Kirby",5.0980392156863,0,4.3137254901961,0,0,NULL,NULL,NULL,NULL,NULL,NULL
49,"usmash",0,true,0,67,118,66,53,13,30,0,13,0,3.5294117647059,3,"slash","PlyKirby5K_Share_ACTION_AttackHi4_figatree",true,75,"Kirby",0,0,0,0,15,NULL,NULL,NULL,NULL,NULL,9
49,"usmash",0,true,1,67,118,66,55,13,30,1,13,0,3.5294117647059,3,"slash","PlyKirby5K_Share_ACTION_AttackHi4_figatree",true,75,"Kirby",0,1.9607843137255,0,0,15,NULL,NULL,NULL,NULL,NULL,9
49,"usmash",1,true,2,65,110,66,55,13,30,2,13,0,3.5294117647059,3,"normal","PlyKirby5K_Share_ACTION_AttackHi4_figatree",true,75,"Kirby",0,4.6745098039216,0,0,13,NULL,NULL,NULL,NULL,NULL,9
49,"usmash",2,true,3,34,100,66,53,14,20,0,15,0,4.3137254901961,3,"normal","PlyKirby5K_Share_ACTION_AttackHi4_figatree",true,88,"Kirby",0,0,0,0,14,NULL,NULL,NULL,NULL,NULL,9
49,"usmash",2,true,4,34,100,66,55,14,20,1,15,0,4.3137254901961,3,"normal","PlyKirby5K_Share_ACTION_AttackHi4_figatree",true,88,"Kirby",0,1.9607843137255,0,0,14,NULL,NULL,NULL,NULL,NULL,9
49,"usmash",3,true,5,34,100,66,55,14,20,2,15,0,4.3137254901961,3,"normal","PlyKirby5K_Share_ACTION_AttackHi4_figatree",true,88,"Kirby",0,4.6745098039216,0,0,12,NULL,NULL,NULL,NULL,NULL,9
49,"usmash",4,true,6,34,50,66,53,16,10,0,23,0,3.5294117647059,3,"normal","PlyKirby5K_Share_ACTION_AttackHi4_figatree",true,50,"Kirby",0,0,0,0,13,NULL,NULL,NULL,NULL,NULL,9
49,"usmash",4,true,7,34,50,66,55,16,10,1,23,0,3.5294117647059,3,"normal","PlyKirby5K_Share_ACTION_AttackHi4_figatree",true,50,"Kirby",0,1.9607843137255,0,0,13,NULL,NULL,NULL,NULL,NULL,9
49,"usmash",5,true,8,34,50,66,55,16,10,2,23,0,3.5294117647059,3,"normal","PlyKirby5K_Share_ACTION_AttackHi4_figatree",true,50,"Kirby",0,4.6745098039216,0,0,12,NULL,NULL,NULL,NULL,NULL,9
39,"dashgrab",0,true,0,34,100,243,39,10,0,0,11,0,3.5294117647059,2,"grab","PlyKirby5K_Share_ACTION_CatchDash_figatree",true,361,"Kirby",0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
39,"dashgrab",0,true,1,34,100,243,0,10,0,1,11,0,2.3529411764706,2,"grab","PlyKirby5K_Share_ACTION_CatchDash_figatree",true,361,"Kirby",5.0980392156863,0,4.3137254901961,0,0,NULL,NULL,NULL,NULL,NULL,NULL
39,"dashgrab",0,true,3,34,100,243,0,10,0,2,11,0,2.3529411764706,2,"grab","PlyKirby5K_Share_ACTION_CatchDash_figatree",true,361,"Kirby",5.0980392156863,0,-1.5686274509804,0,0,NULL,NULL,NULL,NULL,NULL,NULL
34,"0x149",0,true,0,67,100,329,0,1,0,0,1,117,2.5882352941176,3,"slash","PlyKirby5K_Share_ACTION_SpecialAirHi2_figatree",true,88,"Kirby",3.3529411764706,0,6.6862745098039,0,8,NULL,NULL,NULL,NULL,NULL,NULL
34,"0x149",1,true,1,67,100,329,0,1,0,1,1,117,2.5882352941176,3,"slash","PlyKirby5K_Share_ACTION_SpecialAirHi2_figatree",true,96,"Kirby",3.3529411764706,0,17.725490196078,0,8,NULL,NULL,NULL,NULL,NULL,NULL
34,"0x149",2,true,2,67,100,329,0,1,0,2,1,102,2.5882352941176,3,"slash","PlyKirby5K_Share_ACTION_SpecialAirHi2_figatree",true,88,"Kirby",13.392156862745,0,6.6862745098039,0,8,NULL,NULL,NULL,NULL,NULL,NULL
34,"0x149",3,true,3,67,100,329,0,1,0,3,1,102,2.5882352941176,3,"slash","PlyKirby5K_Share_ACTION_SpecialAirHi2_figatree",true,96,"Kirby",13.392156862745,0,17.725490196078,0,8,NULL,NULL,NULL,NULL,NULL,NULL
34,"0x149",4,true,4,67,100,329,44,24,0,0,33,100,5.8823529411765,3,"slash","PlyKirby5K_Share_ACTION_SpecialAirHi2_figatree",true,275,"Kirby",7.843137254902,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL
19,"jab2",0,true,0,1,50,47,38,2,8,0,3,0,3.1372549019608,3,"normal","PlyKirby5K_Share_ACTION_Attack12_figatree",true,70,"Kirby",0,-1.6470588235294,0,0,4,16,NULL,NULL,NULL,NULL,NULL
19,"jab2",0,true,1,1,50,47,38,2,8,1,3,0,3.1372549019608,3,"normal","PlyKirby5K_Share_ACTION_Attack12_figatree",true,70,"Kirby",0,1.1764705882353,0,0,4,16,NULL,NULL,NULL,NULL,NULL
17,"jab1",0,true,0,1,50,46,43,3,8,0,4,0,3.1372549019608,3,"normal","PlyKirby5K_Share_ACTION_Attack11_figatree",true,361,"Kirby",0,-1.6470588235294,0,0,3,16,NULL,NULL,NULL,NULL,NULL
17,"jab1",0,true,1,1,50,46,43,3,8,1,4,0,3.1372549019608,3,"normal","PlyKirby5K_Share_ACTION_Attack11_figatree",true,361,"Kirby",0,1.1764705882353,0,0,3,16,NULL,NULL,NULL,NULL,NULL
32,"ftilt_m",0,true,0,34,100,55,49,5,8,0,8,0,3.5294117647059,3,"normal","PlyKirby5K_Share_ACTION_AttackS3S_figatree",true,361,"Kirby",0,0,0,0,11,28,NULL,NULL,NULL,NULL,NULL
32,"ftilt_m",0,true,1,34,100,55,49,5,8,1,8,0,3.921568627451,3,"normal","PlyKirby5K_Share_ACTION_AttackS3S_figatree",true,361,"Kirby",0,4.3137254901961,0,0,11,28,NULL,NULL,NULL,NULL,NULL
79,"nair",0,true,0,33,80,68,4,10,10,0,10,0,5.0980392156863,3,"normal","PlyKirby5K_Share_ACTION_AttackAirN_figatree",true,361,"Kirby",2.0039215686275,0,0,0,12,50,37,10,15,7,NULL
79,"nair",0,true,1,33,80,68,4,11,10,0,17,0,5.0980392156863,3,"normal","PlyKirby5K_Share_ACTION_AttackAirN_figatree",true,361,"Kirby",2.0039215686275,0,0,0,10,50,37,10,15,7,NULL
79,"nair",1,true,2,33,80,68,4,18,10,0,29,0,5.0980392156863,3,"normal","PlyKirby5K_Share_ACTION_AttackAirN_figatree",true,361,"Kirby",2.0039215686275,0,0,0,8,50,37,10,15,7,NULL
79,"nair",1,true,3,33,80,68,4,30,10,0,34,0,5.0980392156863,3,"normal","PlyKirby5K_Share_ACTION_AttackAirN_figatree",true,361,"Kirby",2.0039215686275,0,0,0,6,50,37,10,15,7,NULL
